student_id,full_name,age,gender,grade_level,school_id,math_score,science_score,french_score,arabic_score,philosophy_score,attendance_pct,study_hours_per_day,internet_access,parent_education,scholarship,enrollment_date,average_score,status
STU0423,Mouad Chraibi,15.0,M,3ème Collège,SCH116,12.7,16.4,16.0,11.3,15.1,71.7,5.5,Oui,Aucun,Oui,2023-09-11,14.3,Admis
STU0974,Ghita Bouazza,15.0,F,3ème Collège,SCH034,17.5,15.3,15.2,11.3,11.0,84.7,4.2,Oui,Secondaire,Non,2023-09-10,14.06,Admis
STU0074,Fatima Benali,15.0,F,3ème Collège,SCH023,12.6,16.8,15.0,10.6,14.6,83.7,4.6,Oui,Supérieur,Non,2023-09-20,13.92,Admis
STU0118,Nour Benjelloun,17.0,F,1ère Bac,SCH095,14.2,16.9,12.8,11.5,15.5,87.4,4.6,Oui,Primaire,Non,2023-09-02,14.18,Admis
STU0405,Amine El Fassi,15.0,M,3ème Collège,SCH034,15.6,15.7,16.7,15.3,15.6,66.4,6.0,Oui,Aucun,Non,2023-09-15,15.78,Admis
STU0664,Bilal Tahiri,18.0,M,2ème Bac,SCH053,12.9,16.7,13.8,17.1,16.0,78.7,3.4,Non,Secondaire,Non,2023-09-09,15.3,Admis
STU0112,Zineb Mansouri,15.0,F,Tronc Commun,SCH116,17.8,15.6,17.8,16.5,17.0,87.7,5.5,Oui,Supérieur,Oui,2023-09-10,16.94,Admis
STU0006,Ilyas Alaoui,16.0,M,1ère Bac,SCH022,17.7,15.4,15.1,15.5,14.0,72.8,5.9,Oui,Supérieur,Non,2023-09-15,15.54,Admis
STU0420,Samira Lahlou,17.0,F,1ère Bac,SCH040,12.0,14.9,11.0,10.9,15.8,82.1,3.9,Non,Primaire,Non,2023-09-19,12.92,Admis
STU0495,Amine Zouiten,17.0,M,1ère Bac,SCH039,9.3,10.9,8.7,7.1,9.5,72.2,1.8,Non,Aucun,Non,2023-09-03,9.1,Ajourné
STU0299,Hassan Bouazza,17.0,M,2ème Bac,SCH033,14.0,16.0,15.4,12.3,15.0,75.0,4.1,Non,Supérieur,Non,2023-09-17,14.54,Admis
STU0574,Rachid Belkadi,18.0,M,2ème Bac,SCH029,12.4,11.3,12.6,12.5,11.5,74.6,3.3,Non,Aucun,Oui,2023-09-05,12.06,Admis
STU0437,Karim Bouazza,17.0,M,1ère Bac,SCH078,12.3,17.0,15.5,12.0,10.2,83.0,3.6,Oui,Secondaire,Non,2023-09-12,13.4,Admis
STU0826,Ghita Kettani,17.0,F,1ère Bac,SCH013,10.3,17.0,10.6,14.1,12.3,76.2,3.8,Non,Secondaire,Non,2023-09-09,12.86,Admis
STU0429,Mehdi Cherif,16.0,M,1ère Bac,SCH054,14.9,10.2,11.4,14.3,13.5,76.7,5.1,Non,Supérieur,Non,2023-09-20,12.86,Admis
STU0009,Hassan Tazi,16.0,M,Tronc Commun,SCH031,14.0,16.6,16.8,12.9,14.9,66.1,4.3,Oui,Primaire,Oui,2023-09-17,15.04,Admis
STU0375,Ghita El Ouali,15.0,F,3ème Collège,SCH089,10.4,11.0,11.8,12.8,16.8,70.4,3.4,Non,Supérieur,Oui,2023-09-18,12.56,Admis
STU0057,Othmane El Idrissi,17.0,M,1ère Bac,SCH127,12.2,12.7,16.7,16.6,11.6,84.9,4.7,Non,Secondaire,Oui,2023-09-14,13.96,Admis
STU0704,Hamza Tazi,14.0,M,3ème Collège,SCH115,17.3,15.9,12.2,16.3,11.0,75.2,4.4,Non,Supérieur,Non,2023-09-15,14.54,Admis
STU0835,Rachid Amrani,18.0,M,2ème Bac,SCH008,11.9,11.3,15.1,12.5,17.7,72.9,3.2,Oui,Supérieur,Oui,2023-09-13,13.7,Admis
STU0497,Houda El Idrissi,17.0,F,2ème Bac,SCH063,11.2,16.5,15.6,17.3,10.9,75.4,4.4,Non,Secondaire,Oui,2023-06-09,14.3,Admis
STU0269,Zineb Tahiri,15.0,F,Tronc Commun,SCH131,5.7,6.6,3.3,6.9,5.9,71.6,1.2,Non,Secondaire,Non,2023-09-04,5.68,Recalé
STU0085,Ilyas Chraibi,18.0,M,2ème Bac,SCH016,9.4,8.2,7.1,8.9,7.8,65.5,3.0,Non,Aucun,Oui,2023-09-16,8.28,Ajourné
STU0626,Samira Tahiri,18.0,F,2ème Bac,SCH099,8.7,10.1,8.9,8.6,7.6,65.1,1.7,Oui,Primaire,Non,2023-09-15,8.78,Ajourné
STU0160,Ghita Benhaddou,17.0,F,2ème Bac,SCH096,13.9,16.7,14.1,17.6,13.8,69.4,5.6,Oui,Secondaire,Oui,2023-09-16,15.22,Admis
STU0595,Ghita Cherif,17.0,F,1ère Bac,SCH076,17.9,14.1,12.4,12.6,14.7,80.3,4.4,Non,Aucun,Non,2023-09-20,14.34,Admis
STU0126,Tariq Berrada,15.0,M,Tronc Commun,SCH017,11.9,10.1,11.7,12.8,14.3,84.0,2.8,Non,Supérieur,Non,2023-09-20,12.16,Admis
STU0927,Sara Kettani,14.0,F,3ème Collège,SCH023,9.9,9.5,9.6,7.6,10.8,63.0,1.6,Oui,Aucun,Non,2023-09-12,9.48,Ajourné
STU0920,Youssef Alaoui,17.0,M,1ère Bac,SCH076,10.7,8.5,7.5,9.6,10.7,72.3,4.2,Oui,Secondaire,Non,2023-09-12,9.4,Ajourné
STU0505,Karim Benali,16.0,M,1ère Bac,SCH099,15.4,12.3,10.3,14.0,10.7,79.1,3.7,Non,Supérieur,Oui,2023-09-07,12.54,Admis
STU0302,Amine Tahiri,15.0,M,Tronc Commun,SCH008,16.1,14.9,12.4,17.5,10.5,72.9,5.2,Oui,Primaire,Oui,2023-09-06,14.28,Admis
STU0706,Fatima Chraibi,17.0,F,1ère Bac,SCH068,11.9,17.8,15.2,17.0,10.8,67.5,3.2,Oui,Aucun,Oui,2023-09-06,14.54,Admis
STU0825,Fatima Tahiri,15.0,F,3ème Collège,SCH117,15.8,15.1,17.5,10.8,14.7,78.9,6.8,Non,Supérieur,Non,2023-09-17,14.78,Admis
STU0680,Loubna Cherif,16.0,F,1ère Bac,SCH023,12.9,12.1,17.0,13.1,14.4,78.1,5.0,Oui,Secondaire,Non,2023-09-18,13.9,Admis
STU0434,Ilyas Lahlou,16.0,M,1ère Bac,SCH031,15.1,15.1,16.1,14.4,11.9,72.0,4.4,Oui,Aucun,Oui,2023-09-16,14.52,Admis
STU0757,Rachid Amrani,18.0,M,2ème Bac,SCH134,10.7,7.8,8.2,10.9,10.5,62.9,2.5,Oui,Supérieur,Non,2023-09-20,9.62,Ajourné
STU0746,Bilal Alaoui,16.0,M,Tronc Commun,SCH067,15.1,14.3,16.3,14.0,15.1,73.6,5.3,Oui,Primaire,Oui,2023-09-03,14.96,Admis
STU0082,Bilal Senhaji,15.0,M,3ème Collège,SCH036,5.0,2.9,5.3,2.6,2.1,87.8,1.0,Non,Primaire,Non,2023-09-06,3.58,Recalé
STU0249,Tariq Tahiri,16.0,M,1ère Bac,SCH005,8.8,7.5,8.6,9.2,9.5,67.1,2.6,Oui,Supérieur,Non,2023-09-16,8.72,Ajourné
STU0415,Nour Alaoui,15.0,F,Tronc Commun,SCH060,14.3,16.2,15.3,11.6,16.6,79.1,4.7,Oui,Aucun,Oui,2023-09-09,14.8,Admis
STU0474,Mehdi Lahlou,17.0,M,2ème Bac,SCH033,10.7,10.9,12.1,16.9,10.3,84.5,4.1,Non,Aucun,Oui,2023-09-02,12.18,Admis
STU0639,Khalid Zouiten,16.0,M,1ère Bac,SCH116,7.5,9.5,10.7,9.9,10.2,59.8,1.3,Oui,Primaire,Oui,2023-09-11,9.56,Ajourné
STU0942,Nour Belkadi,17.0,F,2ème Bac,SCH121,10.9,10.1,11.0,7.3,7.3,65.2,2.3,Non,Primaire,Oui,2023-09-06,9.32,Ajourné
STU0933,Rachid Benhaddou,16.0,M,3ème Collège,SCH085,16.7,16.1,17.3,15.4,14.0,73.05,3.8,Oui,Secondaire,Non,2023-09-06,15.9,Admis
STU0888,Amine Benjelloun,14.0,M,3ème Collège,SCH087,12.6,14.3,15.4,16.7,15.5,76.6,5.2,Non,Primaire,Oui,2023-09-01,14.9,Admis
STU0528,Khalid Benjelloun,17.0,M,Tronc Commun,SCH121,11.5,17.7,14.5,16.9,12.0,82.9,4.0,Oui,Aucun,Oui,2023-09-14,14.52,Admis
STU0259,Nour Tahiri,17.0,F,2ème Bac,SCH129,10.3,12.7,10.9,16.0,12.5,72.6,2.5,Oui,Aucun,Oui,2023-09-10,12.48,Admis
STU0552,Hajar Lahlou,15.0,F,3ème Collège,SCH080,14.7,15.1,13.6,13.5,14.9,72.0,3.9,Non,Aucun,Oui,2023-09-03,14.36,Admis
STU0529,Hassan Benjelloun,18.0,M,2ème Bac,SCH136,10.4,9.6,7.2,8.7,8.3,70.4,2.6,Non,Aucun,Oui,2023-09-13,8.84,Ajourné
STU0813,Soukaina Benjelloun,17.0,F,2ème Bac,SCH080,15.4,17.5,13.7,14.9,17.2,74.9,4.8,Oui,Aucun,Oui,2023-09-15,15.74,Admis
STU0051,Hajar Alaoui,16.0,F,1ère Bac,SCH009,10.1,10.8,16.9,11.3,16.5,83.1,3.1,Non,Supérieur,Non,2023-09-16,13.12,Admis
STU0613,Hamza Berrada,16.0,M,1ère Bac,SCH023,7.5,9.1,10.0,7.5,8.3,59.1,1.0,Oui,Supérieur,Non,2023-09-16,8.48,Ajourné
STU0526,Lina Berrada,18.0,F,2ème Bac,SCH072,10.7,7.2,8.5,9.5,9.5,74.9,2.6,Non,Supérieur,Non,2023-09-08,9.08,Ajourné
STU0598,Loubna Amrani,18.0,F,2ème Bac,SCH001,14.1,17.5,14.4,15.4,14.7,76.6,4.4,Oui,Aucun,Oui,2023-09-04,15.22,Admis
STU0847,Imane Benhaddou,15.0,F,Tronc Commun,SCH073,11.8,15.5,13.0,11.4,15.8,69.7,4.0,Oui,Secondaire,Non,2023-09-16,13.5,Admis
STU0260,Adil Chraibi,18.0,M,2ème Bac,SCH107,15.2,10.5,17.8,15.6,12.9,88.6,4.4,Oui,Aucun,Non,2023-09-18,14.4,Admis
STU0454,Mouad Benhaddou,17.0,M,2ème Bac,SCH064,10.5,10.9,8.6,10.8,8.4,66.1,3.2,Non,Aucun,Oui,2023-09-07,9.84,Ajourné
STU0608,Tariq Berrada,17.0,M,1ère Bac,SCH020,11.4,12.4,10.9,11.8,15.1,68.7,4.4,Non,Aucun,Oui,2023-09-03,12.32,Admis
STU0492,Hajar Zouiten,17.0,F,2ème Bac,SCH071,15.5,15.7,13.4,10.9,13.7,80.3,4.4,Non,Primaire,Oui,2023-09-07,13.84,Admis
STU0747,Soukaina Chraibi,16.0,F,Tronc Commun,SCH082,9.1,10.2,10.0,9.6,7.6,70.1,2.4,Oui,Supérieur,Non,2023-09-17,9.3,Ajourné
STU0855,Ghita Benhaddou,16.0,F,Tronc Commun,SCH053,9.4,8.2,10.7,7.3,9.4,58.5,2.5,Non,Supérieur,Oui,2023-09-16,9.0,Ajourné
STU0321,Samira Belkadi,16.0,F,Tronc Commun,SCH030,13.1,10.5,10.3,11.3,11.5,83.2,3.1,Non,Primaire,Oui,2023-09-14,11.34,Admis
STU0603,Rachid Zouiten,17.0,M,2ème Bac,SCH057,17.5,14.7,15.9,10.0,15.6,72.85,3.3,Non,Primaire,Oui,2023-09-15,14.74,Admis
STU0268,Houda Benali,15.0,F,3ème Collège,SCH021,11.1,12.8,17.3,15.7,14.5,61.4,5.3,Non,Aucun,Oui,2023-09-14,14.28,Admis
STU0315,Imane Tazi,16.0,F,1ère Bac,SCH128,8.6,10.9,10.8,8.4,10.3,68.6,3.5,Oui,Primaire,Oui,2023-09-13,9.8,Ajourné
STU0484,Rachid Lahlou,17.0,M,1ère Bac,SCH128,12.7,15.0,12.2,15.9,12.9,75.4,5.9,Non,Primaire,Oui,2023-09-12,13.74,Admis
STU0217,Mouad Bouazza,14.0,M,1ère Bac,SCH064,10.9,10.4,16.9,14.1,17.3,57.8,6.2,Non,Primaire,Oui,2023-09-15,13.92,Admis
STU0224,Loubna Benali,17.0,F,1ère Bac,SCH053,17.4,17.0,12.3,11.3,10.2,70.1,3.3,Non,Primaire,Oui,2023-09-13,13.64,Admis
STU0206,Adil El Ouali,18.0,M,2ème Bac,SCH114,7.2,9.4,9.3,9.2,8.5,65.4,2.1,Non,Supérieur,Oui,2023-09-21,8.72,Ajourné
STU0677,Sara Alaoui,19.0,F,1ère Bac,SCH093,17.0,17.8,17.3,10.7,12.5,75.9,6.8,Non,Aucun,Non,2023-09-02,15.06,Admis
STU0662,Zineb Benhaddou,14.0,F,2ème Bac,SCH026,12.1,17.8,16.0,10.2,10.5,84.7,4.1,Oui,Supérieur,Oui,2023-09-18,13.32,Admis
STU0841,Adil Chraibi,18.0,M,2ème Bac,SCH122,8.3,9.3,8.4,8.6,7.5,57.4,2.5,Non,Supérieur,Non,2023-09-17,8.42,Ajourné
STU0243,Adil Tazi,18.0,M,2ème Bac,SCH100,15.3,16.0,16.4,11.3,16.1,77.9,3.5,Non,Aucun,Non,2023-09-08,15.02,Admis
STU0777,Adil El Idrissi,18.0,M,2ème Bac,SCH037,8.0,15.0,19.0,9.0,4.0,75.6,3.4,Non,Secondaire,Oui,2023-09-11,11.0,Admis
STU0954,Zineb Benhaddou,16.0,F,1ère Bac,SCH088,16.5,11.0,10.1,17.1,15.6,72.6,5.9,Oui,Secondaire,Oui,2023-09-08,14.06,Admis
STU0670,Houda Amrani,16.0,F,1ère Bac,SCH061,14.4,16.1,17.7,11.9,12.7,73.1,5.6,Non,Secondaire,Non,2023-09-21,14.56,Admis
STU0307,Hassan Cherif,17.0,M,2ème Bac,SCH017,14.2,10.2,15.8,12.8,15.4,76.0,3.8,Oui,Primaire,Non,2023-09-20,13.68,Admis
STU0048,Houda Benali,14.0,F,3ème Collège,SCH008,10.2,10.0,10.2,10.3,7.8,60.6,2.5,Non,Aucun,Non,2023-09-04,9.7,Ajourné
STU0539,Zineb Alaoui,15.0,F,3ème Collège,SCH057,11.9,10.2,12.4,10.8,13.2,94.1,2.6,Non,Secondaire,Non,2023-09-01,11.7,Admis
STU0659,Hajar Bouazza,18.0,F,2ème Bac,SCH112,10.7,12.6,16.6,11.8,16.1,95.1,3.5,Oui,Primaire,Oui,2023-09-03,13.56,Admis
STU0784,Youssef El Fassi,16.0,M,Tronc Commun,SCH122,17.2,13.9,12.3,14.2,13.6,85.7,2.9,Oui,Supérieur,Non,2023-09-06,14.24,Admis
STU0020,Soukaina Lahlou,17.0,F,2ème Bac,SCH099,7.0,10.2,8.0,10.3,7.9,72.3,2.3,Oui,Supérieur,Non,2023-09-08,8.68,Ajourné
STU0485,Adil El Ouali,14.0,M,Tronc Commun,SCH008,17.2,16.2,17.0,14.9,13.3,66.8,6.2,Non,Aucun,Oui,2023-09-17,15.72,Admis
STU0578,Adil Benjelloun,15.0,M,Tronc Commun,SCH096,15.1,15.5,10.9,12.0,17.5,66.3,4.7,Non,Supérieur,Oui,2023-09-19,14.2,Admis
STU0310,Lina Alaoui,17.0,F,2ème Bac,SCH128,8.3,9.6,9.3,9.4,8.2,74.35,3.6,Oui,Secondaire,Oui,2023-09-13,8.96,Ajourné
STU0698,Othmane Mansouri,16.0,M,Tronc Commun,SCH100,12.7,13.6,15.6,10.5,12.0,80.4,4.8,Non,Primaire,Non,2023-09-01,12.88,Admis
STU0964,Chaimae El Fassi,15.0,F,3ème Collège,SCH081,8.6,7.5,8.4,8.5,9.6,69.4,1.9,Oui,Secondaire,Oui,2023-09-10,8.52,Ajourné
STU0837,Ghita Senhaji,16.0,F,1ère Bac,SCH096,12.8,12.2,14.3,13.1,11.0,84.2,3.3,Oui,Secondaire,Oui,2023-09-04,12.68,Admis
STU0460,Omar Benhaddou,16.0,M,1ère Bac,SCH004,15.8,18.0,10.8,11.9,14.7,76.2,3.9,Oui,Primaire,Oui,2023-09-20,14.24,Admis
STU0852,Zineb Senhaji,15.0,F,Tronc Commun,SCH055,14.0,17.0,12.5,16.0,14.0,88.2,3.5,Oui,Aucun,Non,2023-09-17,14.7,Admis
STU0668,Soukaina Benhaddou,17.0,F,1ère Bac,SCH073,17.2,13.4,11.9,11.8,17.8,98.3,4.5,Oui,Aucun,Non,2023-09-01,14.42,Admis
STU0161,Lina Kettani,15.0,F,3ème Collège,SCH043,17.1,13.6,10.1,17.7,13.0,79.2,2.2,Non,Aucun,Oui,2023-09-04,14.3,Admis
STU0226,Bilal El Ouali,14.0,M,3ème Collège,SCH131,2.8,4.8,3.0,4.0,6.1,70.0,1.2,Non,Aucun,Oui,2023-09-02,4.14,Recalé
STU0178,Karim Lahlou,15.0,M,Tronc Commun,SCH003,16.2,11.3,13.8,14.9,10.5,75.1,4.2,Oui,Secondaire,Oui,2023-09-04,13.34,Admis
STU0655,Soukaina El Idrissi,16.0,F,1ère Bac,SCH124,15.1,16.4,12.4,14.5,12.7,86.9,4.8,Non,Secondaire,Non,2023-09-04,14.22,Admis
STU0061,Amine Alaoui,15.0,M,Tronc Commun,SCH069,10.7,15.5,14.8,13.3,14.0,72.8,5.1,Oui,Supérieur,Non,2023-09-20,13.66,Admis
STU0305,Imane Bouazza,16.0,F,1ère Bac,SCH070,11.3,11.8,12.4,13.4,11.3,78.8,3.8,Oui,Supérieur,Non,2023-09-13,12.04,Admis
STU0373,Hassan Tahiri,14.0,M,2ème Bac,SCH007,17.2,10.7,12.4,14.3,15.3,67.1,5.7,Oui,Primaire,Oui,2023-09-04,13.98,Admis
STU0780,Mouad Benali,15.0,M,3ème Collège,SCH102,14.9,15.4,15.9,15.6,18.0,76.4,5.6,Oui,Aucun,Oui,2023-09-16,15.96,Admis
STU0530,Zineb Senhaji,16.0,F,1ère Bac,SCH092,9.1,8.4,9.6,8.0,9.4,63.8,1.9,Non,Supérieur,Non,2023-09-15,8.9,Ajourné
STU0714,Samira Amrani,15.0,F,3ème Collège,SCH025,10.1,15.2,10.4,15.6,13.6,86.3,3.8,Non,Supérieur,Non,2023-09-16,12.98,Admis
STU0788,Loubna Benjelloun,16.0,F,1ère Bac,SCH087,10.7,10.7,8.0,7.4,9.8,57.3,0.8,Non,Primaire,Oui,2023-09-08,9.32,Ajourné
STU0108,Omar El Ouali,14.0,M,3ème Collège,SCH037,10.8,12.2,17.2,11.4,12.8,67.9,3.2,Oui,Secondaire,Oui,2023-09-02,12.88,Admis
STU0774,Meryem Bouazza,17.0,F,1ère Bac,SCH045,15.3,17.6,16.8,14.0,13.2,74.7,4.6,Oui,Aucun,Oui,2023-09-04,15.38,Admis
STU0891,Amine Tazi,17.0,M,1ère Bac,SCH071,10.0,11.2,15.3,13.3,10.9,82.6,4.1,Oui,Secondaire,Non,2023-09-04,12.14,Admis
STU0234,Mehdi El Idrissi,14.0,M,3ème Collège,SCH029,11.3,13.5,14.7,17.0,17.1,58.5,4.0,Oui,Aucun,Oui,2023-09-10,14.72,Admis
STU0013,Omar Tahiri,17.0,M,2ème Bac,SCH047,8.4,7.9,7.8,8.4,8.5,60.3,1.2,Oui,Aucun,Non,2023-09-11,8.2,Ajourné
STU0251,Imane Senhaji,15.0,F,3ème Collège,SCH004,14.4,17.5,17.1,15.1,13.3,91.1,3.4,Non,Primaire,Non,2023-09-15,15.48,Admis
STU0633,Karim Zouiten,15.0,M,Tronc Commun,SCH090,15.5,13.4,11.5,14.3,13.1,71.6,3.7,Oui,Primaire,Oui,2023-09-19,13.56,Admis
STU0681,Fatima Tazi,15.0,F,3ème Collège,SCH076,15.2,15.1,10.6,10.9,15.3,77.3,5.7,Non,Aucun,Oui,2023-09-18,13.42,Admis
STU0827,Othmane Senhaji,16.0,M,Tronc Commun,SCH093,8.4,8.5,10.7,8.7,10.3,73.8,2.8,Non,Supérieur,Oui,2023-09-06,9.32,Ajourné
STU0675,Hajar Senhaji,18.0,F,2ème Bac,SCH040,11.8,13.2,11.9,14.8,13.5,83.3,4.8,Oui,Secondaire,Non,2023-09-19,13.04,Admis
STU0444,Sara El Fassi,16.0,F,1ère Bac,SCH092,15.7,12.2,16.4,10.9,15.2,79.6,3.7,Non,Primaire,Oui,2023-09-03,14.08,Admis
STU0336,Sara Cherif,16.0,F,Tronc Commun,SCH058,11.9,17.9,10.3,12.7,10.5,78.8,2.6,Non,Secondaire,Oui,2023-09-21,12.66,Admis
STU0579,Othmane Mansouri,15.0,M,3ème Collège,SCH102,10.0,8.7,7.4,9.7,7.8,76.4,1.4,Non,Secondaire,Non,2023-09-20,8.72,Ajourné
STU0940,Aisha Amrani,15.0,F,Tronc Commun,SCH014,8.8,8.8,9.0,9.6,8.9,72.4,2.4,Oui,Secondaire,Non,2023-09-20,9.02,Ajourné
STU0946,Chaimae Tazi,16.0,F,Tronc Commun,SCH098,12.6,13.3,14.7,11.1,16.5,81.80000000000001,2.6,Oui,Aucun,Oui,2023-09-03,13.64,Admis
STU0751,Tariq Cherif,16.0,M,1ère Bac,SCH102,16.0,17.2,18.0,15.5,17.5,78.7,4.6,Oui,Supérieur,Non,2023-09-17,16.84,Admis
STU0480,Loubna Belkadi,15.0,F,Tronc Commun,SCH013,15.2,11.8,16.8,11.7,15.2,80.1,3.9,Non,Aucun,Non,2023-09-18,14.14,Admis
STU0122,Hamza Belkadi,16.0,M,1ère Bac,SCH001,16.8,11.7,14.2,13.1,17.6,77.9,3.6,Oui,Supérieur,Non,2023-09-06,14.68,Admis
STU0758,Houda Mansouri,16.0,F,1ère Bac,SCH108,15.3,10.2,10.5,17.2,11.2,71.1,2.3,Oui,Aucun,Non,2023-09-01,12.88,Admis
STU0188,Mehdi Belkadi,14.0,M,3ème Collège,SCH027,14.5,15.2,16.7,11.6,13.8,85.7,4.7,Oui,Primaire,Oui,2023-09-02,14.36,Admis
STU0017,Chaimae Mansouri,17.0,F,1ère Bac,SCH100,10.7,12.9,14.8,14.1,14.8,74.2,4.2,Non,Aucun,Non,2023-09-06,13.46,Admis
STU0998,Imane Benhaddou,18.0,F,2ème Bac,SCH099,12.9,16.9,10.9,13.4,14.7,79.1,4.9,Oui,Aucun,Oui,2023-09-01,13.76,Admis
STU0554,Aisha Mansouri,17.0,F,1ère Bac,SCH126,12.1,13.8,10.8,10.1,13.2,66.2,2.7,Non,Aucun,Oui,2023-09-15,12.0,Admis
STU0482,Bilal Belkadi,15.0,M,3ème Collège,SCH111,12.0,17.7,17.3,16.3,12.7,89.3,5.4,Non,Supérieur,Non,2023-09-01,15.2,Admis
STU0365,Mehdi Belkadi,15.0,M,3ème Collège,SCH119,7.9,9.5,7.9,7.3,10.2,59.7,3.6,Non,Primaire,Oui,2023-09-05,8.56,Ajourné
STU0350,Ghita Chraibi,17.0,F,2ème Bac,SCH012,17.8,11.5,15.4,10.6,11.0,77.3,4.3,Oui,Secondaire,Oui,2023-09-10,13.26,Admis
STU0582,Karim Cherif,15.0,M,Tronc Commun,SCH078,13.1,16.9,16.6,13.8,13.1,85.7,4.1,Non,Supérieur,Non,2023-09-18,14.7,Admis
STU0107,Mouad Bouazza,17.0,M,2ème Bac,SCH126,17.1,16.2,17.0,14.5,11.3,75.1,4.9,Oui,Primaire,Oui,2023-09-15,15.22,Admis
STU0438,Meryem El Ouali,15.0,F,3ème Collège,SCH011,15.0,16.2,14.6,15.0,15.9,78.9,4.3,Oui,Supérieur,Non,2023-09-03,15.34,Admis
STU0024,Samira El Idrissi,17.0,F,1ère Bac,SCH045,16.4,16.8,14.1,15.5,11.7,88.0,4.0,Non,Supérieur,Non,2023-09-01,14.9,Admis
STU0860,Mehdi Benhaddou,14.0,M,3ème Collège,SCH003,14.0,16.1,13.4,12.0,10.5,74.3,4.6,Oui,Secondaire,Non,2023-09-21,13.2,Admis
STU0070,Meryem El Ouali,15.0,F,Tronc Commun,SCH009,14.6,15.0,12.5,10.1,14.4,87.3,4.0,Oui,Primaire,Oui,2023-09-04,13.32,Admis
STU0448,Imane Benjelloun,14.0,F,3ème Collège,SCH077,13.9,11.0,13.5,15.8,14.8,83.3,5.3,Oui,Aucun,Oui,2023-09-18,13.8,Admis
STU0861,Khalid Mansouri,17.0,M,2ème Bac,SCH122,11.6,10.3,16.2,14.3,17.0,76.4,4.0,Non,Supérieur,Non,2023-09-14,13.88,Admis
STU0893,Chaimae Tahiri,17.0,F,2ème Bac,SCH077,8.8,10.8,7.2,8.6,7.7,77.8,2.1,Oui,Primaire,Non,2023-09-01,8.62,Ajourné
STU0948,Aisha Kettani,17.0,F,2ème Bac,SCH077,7.6,8.0,7.1,7.7,7.4,71.0,1.5,Oui,Secondaire,Non,2023-09-16,7.56,Ajourné
STU0722,Amine El Fassi,14.0,M,3ème Collège,SCH108,15.8,17.4,14.8,16.7,14.6,82.0,4.2,Oui,Aucun,Non,2023-09-17,15.86,Admis
STU0294,Amine Cherif,16.0,M,Tronc Commun,SCH134,12.2,14.9,17.1,16.6,12.8,77.6,5.3,Oui,Primaire,Non,2023-09-02,14.72,Admis
STU0863,Hassan Chraibi,18.0,M,2ème Bac,SCH045,10.2,16.4,13.5,16.7,16.4,98.9,6.4,Non,Secondaire,Oui,2023-09-14,14.64,Admis
STU0976,Adil Bouazza,16.0,M,2ème Bac,SCH110,15.2,13.9,14.9,13.9,14.3,84.8,4.2,Non,Supérieur,Non,2023-09-02,14.44,Admis
STU0905,Mehdi Berrada,15.0,M,Tronc Commun,SCH067,11.4,10.9,15.1,12.7,10.6,64.7,3.1,Non,Supérieur,Non,2023-09-09,12.14,Admis
STU0075,Karim Berrada,15.0,M,Tronc Commun,SCH113,17.5,11.0,14.7,16.3,14.5,75.2,4.1,Oui,Secondaire,Non,2023-09-07,14.8,Admis
STU0219,Othmane El Ouali,15.0,M,3ème Collège,SCH022,17.6,15.5,15.6,13.6,17.3,80.0,4.5,Oui,Primaire,Oui,2023-09-04,15.92,Admis
STU0575,Aisha Lahlou,17.0,F,1ère Bac,SCH135,7.7,7.5,7.7,7.6,10.5,64.1,3.5,Oui,Supérieur,Non,2023-09-04,8.2,Ajourné
STU0266,Fatima Benhaddou,14.0,F,3ème Collège,SCH022,9.0,7.8,10.5,10.3,8.4,67.9,2.0,Non,Secondaire,Oui,2023-09-16,9.2,Ajourné
STU0383,Adil Mansouri,17.0,M,2ème Bac,SCH136,8.7,10.5,8.1,7.2,9.7,67.5,2.0,Non,Secondaire,Non,2023-09-02,8.84,Ajourné
STU0111,Karim Chraibi,16.0,M,Tronc Commun,SCH097,10.7,9.6,10.8,8.7,7.1,64.4,1.7,Oui,Aucun,Oui,2023-09-02,9.38,Ajourné
STU0601,Tariq Kettani,18.0,M,2ème Bac,SCH047,17.3,13.4,11.9,11.5,13.2,75.4,4.4,Non,Secondaire,Oui,2023-09-02,13.46,Admis
STU0342,Khalid Alaoui,15.0,M,Tronc Commun,SCH020,10.1,13.9,10.8,17.1,11.1,73.9,2.9,Non,Aucun,Oui,2023-09-04,12.6,Admis
STU0938,Khalid Senhaji,15.0,M,3ème Collège,SCH031,13.4,14.7,13.9,10.6,13.5,66.8,5.3,Oui,Primaire,Oui,2023-11-09,13.22,Admis
STU0186,Fatima Lahlou,14.0,F,3ème Collège,SCH099,17.7,12.2,15.2,13.1,14.8,79.2,4.6,Non,Primaire,Oui,2023-09-18,14.6,Admis
STU0287,Adil Benhaddou,17.0,M,2ème Bac,SCH031,17.7,16.4,17.6,16.4,10.6,79.8,5.1,Oui,Primaire,Oui,2023-09-15,15.74,Admis
STU0692,Mehdi El Ouali,15.0,M,Tronc Commun,SCH079,8.4,8.1,9.3,7.7,9.8,69.6,3.5,Oui,Aucun,Oui,2023-09-17,8.66,Ajourné
STU0475,Chaimae Benjelloun,14.0,F,3ème Collège,SCH024,12.4,13.6,15.9,11.6,16.0,84.3,3.5,Oui,Secondaire,Oui,2023-09-11,13.9,Admis
