student_id,full_name,age,gender,grade_level,school_id,math_score,science_score,french_score,arabic_score,philosophy_score,attendance_pct,study_hours_per_day,internet_access,parent_education,scholarship,enrollment_date,average_score,status,school_name,school_type,milieu,province,region,capacity,num_teachers,infrastructure_score,digital_equipment,year_founded,taux_reussite_national_pct,taux_pauvrete_pct,taux_alphabetisation_pct,couverture_internet_pct,depense_par_eleve_mad,taux_abandon_scolaire_pct,ratio_eleves_par_enseignant,nb_etablissements,risk_score,risk_level
STU0480,Loubna Belkadi,15.0,F,Tronc Commun,SCH013,15.2,11.8,16.8,11.7,15.2,80.1,3.9,Non,Aucun,Non,2023-09-18,14.14,Admis,Institut Moulay Youssef,Public,Urbain,Berrechid,Casablanca-Settat,365,39,5.5,Non,2008,60.5,7.5,84.7,45.1,5685,17.8,34.4,15,0.29,Risque faible
STU0122,Hamza Belkadi,16.0,M,1ère Bac,SCH001,16.8,11.7,14.2,13.1,17.6,77.9,3.6,Oui,Supérieur,Non,2023-09-17,14.68,Admis,Collège Hassan II,Public,Rural,Casablanca,Casablanca-Settat,442,21,7.4,Partiel,1980,60.5,7.5,84.7,45.1,5685,17.8,34.4,15,0.3,Risque faible
STU0758,Houda Mansouri,16.0,F,1ère Bac,SCH108,15.3,10.2,10.5,17.2,11.2,71.1,2.3,Oui,Aucun,Non,2023-09-01,12.88,Admis,Collège Ibn Battuta,Privé,Rural,Khénifra,Béni Mellal-Khénifra,851,45,5.2,Partiel,2009,55.9,7.0,75.6,72.5,7163,8.7,35.7,17,0.4,Risque modéré
STU0188,Mehdi Belkadi,14.0,M,3ème Collège,SCH027,14.5,15.2,16.7,11.6,13.8,85.7,4.7,Oui,Primaire,Oui,2023-09-02,14.36,Admis,Collège Ibn Khaldoun,Public,Urbain,Kénitra,Rabat-Salé-Kénitra,716,46,6.1,Non,1978,72.8,6.6,83.6,51.2,7434,14.8,27.5,19,0.25,Risque faible
STU0017,Chaimae Mansouri,17.0,F,1ère Bac,SCH100,10.7,12.9,14.8,14.1,14.8,74.2,4.2,Non,Aucun,Non,2023-09-06,13.46,Admis,École Secondaire Al Kindi,Privé,Rural,Chtouka,Souss-Massa,986,21,8.6,Non,2001,62.4,20.5,71.2,87.8,5102,16.5,29.4,13,0.32,Risque faible
STU0998,Imane Benhaddou,18.0,F,2ème Bac,SCH099,12.9,16.9,10.9,13.4,14.7,79.1,4.9,Oui,Aucun,Oui,2023-09-01,13.76,Admis,Collège Moulay Youssef,Privé,Rural,Chtouka,Souss-Massa,746,55,8.3,Oui,2005,62.4,20.5,71.2,87.8,5102,16.5,29.4,13,0.28,Risque faible
STU0554,Aisha Mansouri,17.0,F,1ère Bac,SCH126,12.1,13.8,10.8,10.1,13.2,66.2,2.7,Non,Aucun,Oui,2023-09-15,12.0,Admis,École Secondaire Al Wifaq,Public,Rural,Nador,Oriental,468,31,8.9,Non,1993,59.7,16.1,69.2,82.3,5437,15.8,37.0,20,0.42,Risque modéré
STU0482,Bilal Belkadi,15.0,M,3ème Collège,SCH111,12.0,17.7,17.3,16.3,12.7,89.3,5.4,Non,Supérieur,Non,2023-09-01,15.2,Admis,Lycée Ibn Khaldoun,Privé,Rural,Azilal,Béni Mellal-Khénifra,814,52,5.2,Oui,2003,55.9,7.0,75.6,72.5,7163,8.7,35.7,17,0.2,Risque faible
STU0365,Mehdi Belkadi,15.0,M,3ème Collège,SCH119,7.9,9.5,7.9,7.3,10.2,59.7,3.6,Non,Primaire,Oui,2023-09-05,8.56,Ajourné,École Secondaire Ibn Battuta,Public,Rural,Oujda,Oriental,561,57,3.1,Non,1993,59.7,16.1,69.2,82.3,5437,15.8,37.0,20,0.5,Risque modéré
STU0350,Ghita Chraibi,17.0,F,2ème Bac,SCH012,17.8,11.5,15.4,10.6,11.0,77.3,4.3,Oui,Secondaire,Oui,2023-09-10,13.26,Admis,Institut Al Kindi,Privé,Rural,Settat,Casablanca-Settat,524,23,6.3,Oui,1978,60.5,7.5,84.7,45.1,5685,17.8,34.4,15,0.31,Risque faible
STU0582,Karim Cherif,15.0,M,Tronc Commun,SCH078,13.1,16.9,16.6,13.8,13.1,85.7,4.1,Non,Supérieur,Non,2023-09-18,14.7,Admis,Institut Moulay Youssef,Privé,Urbain,Al Hoceïma,Tanger-Tétouan-Al Hoceïma,924,57,5.5,Oui,2006,72.4,24.8,72.2,66.5,4755,3.9,33.0,18,0.26,Risque faible
STU0107,Mouad Bouazza,17.0,M,2ème Bac,SCH126,17.1,16.2,17.0,14.5,11.3,75.1,4.9,Oui,Primaire,Oui,2023-09-15,15.22,Admis,École Secondaire Al Wifaq,Public,Rural,Nador,Oriental,468,31,8.9,Non,1993,59.7,16.1,69.2,82.3,5437,15.8,37.0,20,0.25,Risque faible
STU0438,Meryem El Ouali,15.0,F,3ème Collège,SCH011,15.0,16.2,14.6,15.0,15.9,78.9,4.3,Oui,Supérieur,Non,2023-09-03,15.34,Admis,Institut Al Amal,Public,Rural,Settat,Casablanca-Settat,958,44,3.9,Oui,1990,60.5,7.5,84.7,45.1,5685,17.8,34.4,15,0.26,Risque faible
STU0024,Samira El Idrissi,17.0,F,1ère Bac,SCH045,16.4,16.8,14.1,15.5,11.7,88.0,4.0,Non,Supérieur,Non,2023-09-01,14.9,Admis,Institut Al Kindi,Public,Urbain,Meknès,Fès-Meknès,612,29,4.4,Partiel,1987,60.4,8.2,56.7,79.9,8809,4.7,23.5,21,0.25,Risque faible
STU0860,Mehdi Benhaddou,14.0,M,3ème Collège,SCH003,14.0,16.1,13.4,12.0,10.5,74.3,4.6,Oui,Secondaire,Non,2023-09-21,13.2,Admis,Collège Ibn Battuta,Public,Rural,Casablanca,Casablanca-Settat,903,32,8.3,Oui,1985,60.5,7.5,84.7,45.1,5685,17.8,34.4,15,0.32,Risque faible
STU0070,Meryem El Ouali,15.0,F,Tronc Commun,SCH009,14.6,15.0,12.5,10.1,14.4,87.3,4.0,Oui,Primaire,Oui,2023-09-04,13.32,Admis,Institut Averroès,Public,Urbain,Mohammedia,Casablanca-Settat,576,55,7.5,Oui,1995,60.5,7.5,84.7,45.1,5685,17.8,34.4,15,0.29,Risque faible
STU0448,Imane Benjelloun,14.0,F,3ème Collège,SCH077,13.9,11.0,13.5,15.8,14.8,83.3,5.3,Oui,Aucun,Oui,2023-09-17,13.8,Admis,Institut Averroès,Privé,Rural,Tétouan,Tanger-Tétouan-Al Hoceïma,1145,52,4.7,Oui,1980,72.4,24.8,72.2,66.5,4755,3.9,33.0,18,0.25,Risque faible
STU0861,Khalid Mansouri,17.0,M,2ème Bac,SCH122,11.6,10.3,16.2,14.3,17.0,76.4,4.0,Non,Supérieur,Non,2023-09-14,13.88,Admis,Lycée Al Wifaq,Privé,Rural,Nador,Oriental,974,40,4.8,Partiel,1978,59.7,16.1,69.2,82.3,5437,15.8,37.0,20,0.31,Risque faible
STU0893,Chaimae Tahiri,17.0,F,2ème Bac,SCH077,8.8,10.8,7.2,8.6,7.7,77.8,2.1,Oui,Primaire,Non,2023-09-01,8.62,Ajourné,Institut Averroès,Privé,Rural,Tétouan,Tanger-Tétouan-Al Hoceïma,1145,52,4.7,Oui,1980,72.4,24.8,72.2,66.5,4755,3.9,33.0,18,0.49,Risque modéré
STU0948,Aisha Kettani,17.0,F,2ème Bac,SCH077,7.6,8.0,7.1,7.7,7.4,71.0,1.5,Oui,Secondaire,Non,2023-09-16,7.56,Ajourné,Institut Averroès,Privé,Rural,Tétouan,Tanger-Tétouan-Al Hoceïma,1145,52,4.7,Oui,1980,72.4,24.8,72.2,66.5,4755,3.9,33.0,18,0.56,Risque modéré
STU0722,Amine El Fassi,14.0,M,3ème Collège,SCH108,15.8,17.4,14.8,16.7,14.6,82.0,4.2,Oui,Aucun,Non,2023-09-17,15.86,Admis,Collège Ibn Battuta,Privé,Rural,Khénifra,Béni Mellal-Khénifra,851,45,5.2,Partiel,2009,55.9,7.0,75.6,72.5,7163,8.7,35.7,17,0.24,Risque faible
STU0294,Amine Cherif,16.0,M,Tronc Commun,SCH134,12.2,14.9,17.1,16.6,12.8,77.6,5.3,Oui,Primaire,Non,2023-09-02,14.72,Admis,Collège Ibn Battuta,Privé,Rural,Taourirt,Oriental,755,30,8.6,Oui,1998,59.7,16.1,69.2,82.3,5437,15.8,37.0,20,0.25,Risque faible
STU0863,Hassan Chraibi,18.0,M,2ème Bac,SCH045,10.2,16.4,13.5,16.7,16.4,98.9,6.4,Non,Secondaire,Oui,2023-09-14,14.64,Admis,Institut Al Kindi,Public,Urbain,Meknès,Fès-Meknès,612,29,4.4,Partiel,1987,60.4,8.2,56.7,79.9,8809,4.7,23.5,21,0.15,Risque faible
STU0976,Adil Bouazza,16.0,M,2ème Bac,SCH110,15.2,13.9,14.9,13.9,14.3,84.8,4.2,Non,Supérieur,Non,2023-09-02,14.44,Admis,École Secondaire Oued Ziz,Privé,Urbain,Khénifra,Béni Mellal-Khénifra,784,60,8.9,Non,1999,55.9,7.0,75.6,72.5,7163,8.7,35.7,17,0.26,Risque faible
STU0905,Mehdi Berrada,15.0,M,Tronc Commun,SCH067,11.4,10.9,15.1,12.7,10.6,64.7,3.1,Non,Supérieur,Non,2023-09-09,12.14,Admis,Lycée Al Massira,Public,Rural,Essaouira,Marrakech-Safi,738,23,8.6,Oui,1978,63.7,12.7,74.6,66.2,6314,17.2,23.0,14,0.41,Risque modéré
STU0075,Karim Berrada,15.0,M,Tronc Commun,SCH113,17.5,11.0,14.7,16.3,14.5,75.2,4.1,Oui,Secondaire,Non,2023-09-07,14.8,Admis,Institut Atlas,Public,Rural,Azilal,Béni Mellal-Khénifra,571,36,7.1,Non,1980,55.9,7.0,75.6,72.5,7163,8.7,35.7,17,0.29,Risque faible
STU0219,Othmane El Ouali,15.0,M,3ème Collège,SCH022,17.6,15.5,15.6,13.6,17.3,80.0,4.5,Oui,Primaire,Oui,2023-09-04,15.92,Admis,Collège Mohammed V,Privé,Urbain,Salé,Rabat-Salé-Kénitra,985,46,4.4,Oui,2011,72.8,6.6,83.6,51.2,7434,14.8,27.5,19,0.23,Risque faible
STU0575,Aisha Lahlou,17.0,F,1ère Bac,SCH135,7.7,7.5,7.7,7.6,10.5,64.1,3.5,Oui,Supérieur,Non,2023-09-04,8.2,Ajourné,Lycée Averroès,Privé,Rural,Taourirt,Oriental,582,27,9.3,Non,1980,59.7,16.1,69.2,82.3,5437,15.8,37.0,20,0.5,Risque modéré
STU0266,Fatima Benhaddou,14.0,F,3ème Collège,SCH022,9.0,7.8,10.5,10.3,8.4,67.9,2.0,Non,Secondaire,Oui,2023-09-17,9.2,Ajourné,Collège Mohammed V,Privé,Urbain,Salé,Rabat-Salé-Kénitra,985,46,4.4,Oui,2011,72.8,6.6,83.6,51.2,7434,14.8,27.5,19,0.51,Risque modéré
STU0383,Adil Mansouri,17.0,M,2ème Bac,SCH136,8.7,10.5,8.1,7.2,9.7,67.5,2.0,Non,Secondaire,Non,2023-09-02,8.84,Ajourné,Lycée Ibn Sina,Public,Rural,Taourirt,Oriental,1105,36,4.6,Oui,2011,59.7,16.1,69.2,82.3,5437,15.8,37.0,20,0.52,Risque modéré
STU0111,Karim Chraibi,16.0,M,Tronc Commun,SCH097,10.7,9.6,10.8,8.7,7.1,64.4,1.7,Oui,Aucun,Oui,2023-09-02,9.38,Ajourné,Lycée Moulay Youssef,Privé,Rural,Taroudant,Souss-Massa,340,42,7.8,Partiel,1991,62.4,20.5,71.2,87.8,5102,16.5,29.4,13,0.52,Risque modéré
STU0601,Tariq Kettani,18.0,M,2ème Bac,SCH047,17.3,13.4,11.9,11.5,13.2,75.4,4.4,Non,Secondaire,Oui,2023-09-17,13.46,Admis,Lycée Al Farabi,Privé,Rural,Ifrane,Fès-Meknès,1198,31,4.2,Non,1977,60.4,8.2,56.7,79.9,8809,4.7,23.5,21,0.31,Risque faible
STU0342,Khalid Alaoui,15.0,M,Tronc Commun,SCH020,10.1,13.9,10.8,17.1,11.1,73.9,2.9,Non,Aucun,Oui,2023-09-04,12.6,Admis,Institut Al Farabi,Privé,Rural,Salé,Rabat-Salé-Kénitra,553,29,3.4,Oui,2012,72.8,6.6,83.6,51.2,7434,14.8,27.5,19,0.38,Risque faible
STU0938,Khalid Senhaji,15.0,M,3ème Collège,SCH031,13.4,14.7,13.9,10.6,13.5,66.8,5.3,Oui,Primaire,Oui,2023-09-17,13.22,Admis,Lycée Al Massira,Public,Urbain,Skhirate,Rabat-Salé-Kénitra,1182,30,5.6,Partiel,1990,72.8,6.6,83.6,51.2,7434,14.8,27.5,19,0.32,Risque faible
STU0186,Fatima Lahlou,14.0,F,3ème Collège,SCH099,17.7,12.2,15.2,13.1,14.8,79.2,4.6,Non,Primaire,Oui,2023-09-18,14.6,Admis,Collège Moulay Youssef,Privé,Rural,Chtouka,Souss-Massa,746,55,8.3,Oui,2005,62.4,20.5,71.2,87.8,5102,16.5,29.4,13,0.27,Risque faible
STU0287,Adil Benhaddou,17.0,M,2ème Bac,SCH031,17.7,16.4,17.6,16.4,10.6,79.8,5.1,Oui,Primaire,Oui,2023-09-17,15.74,Admis,Lycée Al Massira,Public,Urbain,Skhirate,Rabat-Salé-Kénitra,1182,30,5.6,Partiel,1990,72.8,6.6,83.6,51.2,7434,14.8,27.5,19,0.22,Risque faible
STU0692,Mehdi El Ouali,15.0,M,Tronc Commun,SCH079,8.4,8.1,9.3,7.7,9.8,69.6,3.5,Oui,Aucun,Oui,2023-09-17,8.66,Ajourné,Institut Hassan II,Privé,Urbain,Al Hoceïma,Tanger-Tétouan-Al Hoceïma,663,31,5.2,Partiel,1992,72.4,24.8,72.2,66.5,4755,3.9,33.0,18,0.47,Risque modéré
STU0475,Chaimae Benjelloun,14.0,F,3ème Collège,SCH024,12.4,13.6,15.9,11.6,16.0,84.3,3.5,Oui,Secondaire,Oui,2023-09-11,13.9,Admis,Lycée Al Massira,Privé,Rural,Kénitra,Rabat-Salé-Kénitra,969,56,3.6,Non,1996,72.8,6.6,83.6,51.2,7434,14.8,27.5,19,0.3,Risque faible
STU0640,Meryem Tahiri,16.0,F,1ère Bac,SCH019,9.3,10.3,8.7,10.5,8.3,69.5,2.3,Oui,Aucun,Non,2023-09-08,9.42,Ajourné,Collège Al Amal,Privé,Rural,Salé,Rabat-Salé-Kénitra,852,59,4.3,Non,2000,72.8,6.6,83.6,51.2,7434,14.8,27.5,19,0.49,Risque modéré
STU0062,Ghita Tazi,18.0,F,2ème Bac,SCH094,9.5,10.4,9.3,9.2,7.2,55.2,2.4,Non,Primaire,Non,2023-09-17,9.12,Ajourné,Institut Al Farabi,Privé,Urbain,Taroudant,Souss-Massa,857,29,7.2,Non,1984,62.4,20.5,71.2,87.8,5102,16.5,29.4,13,0.54,Risque modéré
STU0430,Fatima Berrada,15.0,F,3ème Collège,SCH116,13.1,10.1,14.1,10.5,14.7,78.8,2.4,Non,Primaire,Non,2023-09-02,12.5,Admis,Collège Oued Ziz,Public,Rural,Fquih Ben Salah,Béni Mellal-Khénifra,606,16,3.3,Oui,1993,55.9,7.0,75.6,72.5,7163,8.7,35.7,17,0.38,Risque faible
STU0839,Mouad Mansouri,18.0,M,2ème Bac,SCH115,16.8,10.6,15.1,17.0,16.6,84.1,4.1,Non,Aucun,Non,2023-09-17,15.22,Admis,École Secondaire Hassan II,Public,Urbain,Fquih Ben Salah,Béni Mellal-Khénifra,1064,20,5.8,Oui,2015,55.9,7.0,75.6,72.5,7163,8.7,35.7,17,0.25,Risque faible
STU0811,Omar Benhaddou,17.0,M,1ère Bac,SCH041,12.5,13.1,10.6,13.1,10.6,74.5,4.5,Oui,Secondaire,Non,2023-09-03,11.98,Admis,Collège Ibn Sina,Public,Rural,Meknès,Fès-Meknès,615,38,8.8,Oui,1997,60.4,8.2,56.7,79.9,8809,4.7,23.5,21,0.35,Risque faible
STU0693,Lina Amrani,19.0,F,Tronc Commun,SCH102,7.1,10.4,9.1,7.9,9.4,60.4,3.0,Oui,Secondaire,Oui,2023-09-17,8.78,Ajourné,Institut Ibn Sina,Public,Rural,Béni Mellal,Béni Mellal-Khénifra,492,48,5.4,Non,2015,55.9,7.0,75.6,72.5,7163,8.7,35.7,17,0.51,Risque modéré
STU0727,Houda El Fassi,15.0,F,Tronc Commun,SCH021,2.8,6.6,4.8,5.7,2.2,75.4,1.6,Oui,Aucun,Oui,2023-09-02,4.42,Recalé,Lycée Al Farabi,Public,Urbain,Salé,Rabat-Salé-Kénitra,1024,55,3.4,Oui,1977,72.8,6.6,83.6,51.2,7434,14.8,27.5,19,0.62,Risque élevé
STU0833,Loubna Tahiri,17.0,F,2ème Bac,SCH102,11.4,13.8,12.0,14.3,13.8,83.3,3.5,Oui,Secondaire,Oui,2023-09-08,13.06,Admis,Institut Ibn Sina,Public,Rural,Béni Mellal,Béni Mellal-Khénifra,492,48,5.4,Non,2015,55.9,7.0,75.6,72.5,7163,8.7,35.7,17,0.32,Risque faible
STU0764,Sara Benhaddou,18.0,F,2ème Bac,SCH028,9.7,10.7,10.0,9.0,8.0,66.0,2.3,Oui,Secondaire,Non,2023-09-03,9.48,Ajourné,Lycée Averroès,Public,Rural,Kénitra,Rabat-Salé-Kénitra,571,44,4.9,Partiel,2010,72.8,6.6,83.6,51.2,7434,14.8,27.5,19,0.5,Risque modéré
STU0726,Omar Senhaji,18.0,M,2ème Bac,SCH077,7.7,8.0,8.1,9.9,8.5,64.0,0.9,Non,Supérieur,Oui,2023-09-15,8.44,Ajourné,Institut Averroès,Privé,Rural,Tétouan,Tanger-Tétouan-Al Hoceïma,1145,52,4.7,Oui,1980,72.4,24.8,72.2,66.5,4755,3.9,33.0,18,0.57,Risque modéré
STU0308,Omar Lahlou,17.0,M,2ème Bac,SCH068,14.5,14.8,12.9,17.7,15.0,81.3,5.5,Non,Primaire,Oui,2023-09-11,14.98,Admis,Institut Al Kindi,Privé,Rural,Essaouira,Marrakech-Safi,516,44,5.1,Non,1992,63.7,12.7,74.6,66.2,6314,17.2,23.0,14,0.22,Risque faible
STU0876,Imane Belkadi,16.0,F,1ère Bac,SCH078,10.8,10.0,8.4,10.8,7.3,63.1,3.6,Oui,Primaire,Oui,2023-09-05,9.46,Ajourné,Institut Moulay Youssef,Privé,Urbain,Al Hoceïma,Tanger-Tétouan-Al Hoceïma,924,57,5.5,Oui,2006,72.4,24.8,72.2,66.5,4755,3.9,33.0,18,0.47,Risque modéré
STU0135,Imane Belkadi,16.0,F,Tronc Commun,SCH073,17.5,12.3,13.8,10.5,16.6,74.9,5.3,Non,Primaire,Non,2023-09-15,14.14,Admis,École Secondaire Moulay Youssef,Public,Urbain,Tanger,Tanger-Tétouan-Al Hoceïma,993,39,5.6,Partiel,1987,72.4,24.8,72.2,66.5,4755,3.9,33.0,18,0.27,Risque faible
STU0034,Rachid Amrani,17.0,M,2ème Bac,SCH003,15.6,15.6,10.4,15.2,16.3,87.0,5.9,Oui,Aucun,Oui,2023-09-17,14.62,Admis,Collège Ibn Battuta,Public,Rural,Casablanca,Casablanca-Settat,903,32,8.3,Oui,1985,60.5,7.5,84.7,45.1,5685,17.8,34.4,15,0.2,Risque faible
STU0791,Soukaina Senhaji,14.0,F,3ème Collège,SCH072,14.6,16.9,11.1,10.6,12.2,80.3,4.4,Oui,Primaire,Oui,2023-09-19,13.08,Admis,Collège Moulay Youssef,Privé,Rural,Tanger,Tanger-Tétouan-Al Hoceïma,921,60,3.7,Oui,1994,72.4,24.8,72.2,66.5,4755,3.9,33.0,18,0.31,Risque faible
STU0371,Ilyas Zouiten,14.0,M,3ème Collège,SCH002,10.8,16.2,12.2,13.0,17.5,74.1,5.6,Oui,Primaire,Oui,2023-09-17,13.94,Admis,Lycée Al Farabi,Privé,Urbain,Casablanca,Casablanca-Settat,523,29,6.3,Oui,2010,60.5,7.5,84.7,45.1,5685,17.8,34.4,15,0.27,Risque faible
STU0431,Bilal Belkadi,17.0,M,2ème Bac,SCH079,7.6,8.8,10.6,7.9,7.6,55.0,0.9,Oui,Supérieur,Non,2023-09-21,8.5,Ajourné,Institut Hassan II,Privé,Urbain,Al Hoceïma,Tanger-Tétouan-Al Hoceïma,663,31,5.2,Partiel,1992,72.4,24.8,72.2,66.5,4755,3.9,33.0,18,0.6,Risque élevé
STU0641,Othmane El Ouali,16.0,M,Tronc Commun,SCH009,8.7,10.4,10.8,10.5,8.2,68.2,3.5,Non,Primaire,Oui,2023-09-08,9.72,Ajourné,Institut Averroès,Public,Urbain,Mohammedia,Casablanca-Settat,576,55,7.5,Oui,1995,60.5,7.5,84.7,45.1,5685,17.8,34.4,15,0.45,Risque modéré
STU0932,Imane Benjelloun,17.0,F,2ème Bac,SCH108,17.9,13.8,12.7,13.5,17.0,77.9,3.3,Oui,Primaire,Non,2023-09-15,14.98,Admis,Collège Ibn Battuta,Privé,Rural,Khénifra,Béni Mellal-Khénifra,851,45,5.2,Partiel,2009,55.9,7.0,75.6,72.5,7163,8.7,35.7,17,0.3,Risque faible
STU0963,Hassan Alaoui,16.0,M,Tronc Commun,SCH046,11.1,10.8,13.9,18.0,17.8,80.2,4.6,Oui,Secondaire,Oui,2023-09-17,14.32,Admis,École Secondaire Al Wifaq,Privé,Rural,Ifrane,Fès-Meknès,371,32,5.3,Partiel,2000,60.4,8.2,56.7,79.9,8809,4.7,23.5,21,0.27,Risque faible
STU0508,Hajar El Fassi,16.0,F,Tronc Commun,SCH052,14.1,11.9,11.6,14.5,11.4,87.1,4.6,Oui,Supérieur,Non,2023-09-07,12.7,Admis,Institut Al Massira,Public,Rural,Taza,Fès-Meknès,1066,26,7.0,Non,2000,60.4,8.2,56.7,79.9,8809,4.7,23.5,21,0.29,Risque faible
STU0319,Chaimae Bouazza,18.0,F,2ème Bac,SCH066,17.0,17.9,14.9,12.6,15.8,76.6,5.2,Oui,Primaire,Oui,2023-09-05,15.64,Admis,Collège Moulay Youssef,Privé,Rural,Essaouira,Marrakech-Safi,846,16,8.9,Partiel,2011,63.7,12.7,74.6,66.2,6314,17.2,23.0,14,0.23,Risque faible
STU0292,Samira El Idrissi,16.0,F,Tronc Commun,SCH128,2.3,2.2,4.3,5.5,6.4,73.3,2.5,Oui,Primaire,Oui,2023-09-01,4.14,Recalé,Institut Ibn Sina,Privé,Urbain,Berkane,Oriental,570,49,3.8,Non,1991,59.7,16.1,69.2,82.3,5437,15.8,37.0,20,0.61,Risque élevé
STU0047,Omar Mansouri,18.0,M,2ème Bac,SCH022,15.9,11.1,12.2,11.8,10.3,79.2,2.1,Oui,Supérieur,Non,2023-09-13,12.26,Admis,Collège Mohammed V,Privé,Urbain,Salé,Rabat-Salé-Kénitra,985,46,4.4,Oui,2011,72.8,6.6,83.6,51.2,7434,14.8,27.5,19,0.4,Risque modéré
STU0278,Khalid Benjelloun,15.0,M,Tronc Commun,SCH015,15.6,14.0,11.7,12.8,13.2,76.1,4.1,Oui,Supérieur,Non,2023-09-07,13.46,Admis,Collège Ibn Battuta,Privé,Rural,Berrechid,Casablanca-Settat,303,31,9.3,Oui,2007,60.5,7.5,84.7,45.1,5685,17.8,34.4,15,0.32,Risque faible
STU0894,Zineb Kettani,15.0,F,3ème Collège,SCH049,15.6,14.9,14.1,13.0,14.1,84.6,4.5,Oui,Aucun,Oui,2023-09-17,14.34,Admis,Collège Mohammed V,Privé,Rural,Ifrane,Fès-Meknès,345,60,5.8,Partiel,2009,60.4,8.2,56.7,79.9,8809,4.7,23.5,21,0.26,Risque faible
STU0960,Hajar Tahiri,18.0,F,2ème Bac,SCH021,12.9,15.6,10.0,10.5,14.6,74.8,2.8,Non,Primaire,Non,2023-09-13,12.72,Admis,Lycée Al Farabi,Public,Urbain,Salé,Rabat-Salé-Kénitra,1024,55,3.4,Oui,1977,72.8,6.6,83.6,51.2,7434,14.8,27.5,19,0.38,Risque faible
STU0225,Hajar El Idrissi,16.0,F,1ère Bac,SCH133,12.3,14.5,10.1,13.0,17.5,76.9,3.2,Oui,Aucun,Oui,2023-09-14,13.48,Admis,Institut Al Massira,Public,Rural,Taourirt,Oriental,401,46,7.0,Non,1977,59.7,16.1,69.2,82.3,5437,15.8,37.0,20,0.34,Risque faible
STU0895,Sara Benjelloun,18.0,F,2ème Bac,SCH039,16.5,10.1,11.8,13.7,15.4,70.5,3.5,Non,Secondaire,Non,2023-09-21,13.5,Admis,École Secondaire Atlas,Public,Urbain,Fès,Fès-Meknès,433,55,9.4,Oui,2003,60.4,8.2,56.7,79.9,8809,4.7,23.5,21,0.35,Risque faible
STU0281,Omar Alaoui,17.0,M,2ème Bac,SCH112,16.5,12.6,10.3,15.8,13.9,79.5,3.4,Non,Secondaire,Non,2023-09-17,13.82,Admis,Institut Ibn Sina,Public,Rural,Azilal,Béni Mellal-Khénifra,1039,24,5.7,Partiel,1984,55.9,7.0,75.6,72.5,7163,8.7,35.7,17,0.32,Risque faible
STU0620,Khalid Senhaji,17.0,M,2ème Bac,SCH018,16.9,14.1,10.9,15.3,16.5,82.5,4.6,Oui,Aucun,Oui,2023-09-10,14.74,Admis,Institut Al Wifaq,Public,Urbain,Rabat,Rabat-Salé-Kénitra,370,49,8.0,Oui,2005,72.8,6.6,83.6,51.2,7434,14.8,27.5,19,0.25,Risque faible
STU0952,Khalid Zouiten,15.0,M,3ème Collège,SCH036,14.1,12.8,16.4,10.1,10.2,87.5,4.1,Non,Primaire,Oui,2023-09-03,12.72,Admis,École Secondaire Al Amal,Privé,Urbain,Fès,Fès-Meknès,979,21,9.1,Oui,1991,60.4,8.2,56.7,79.9,8809,4.7,23.5,21,0.3,Risque faible
STU0783,Omar Mansouri,16.0,M,1ère Bac,SCH013,7.3,9.9,10.6,10.7,7.4,65.5,3.1,Non,Primaire,Oui,2023-09-19,9.18,Ajourné,Institut Moulay Youssef,Public,Urbain,Berrechid,Casablanca-Settat,365,39,5.5,Non,2008,60.5,7.5,84.7,45.1,5685,17.8,34.4,15,0.49,Risque modéré
STU0324,Omar Amrani,17.0,M,1ère Bac,SCH001,14.0,10.3,14.6,11.7,17.9,74.9,4.7,Oui,Primaire,Non,2023-09-10,13.7,Admis,Collège Hassan II,Public,Rural,Casablanca,Casablanca-Settat,442,21,7.4,Partiel,1980,60.5,7.5,84.7,45.1,5685,17.8,34.4,15,0.3,Risque faible
STU0067,Aisha Chraibi,16.0,F,1ère Bac,SCH027,11.0,10.1,8.7,10.7,10.6,86.6,2.6,Non,Supérieur,Oui,2023-09-20,10.22,Admis,Collège Ibn Khaldoun,Public,Urbain,Kénitra,Rabat-Salé-Kénitra,716,46,6.1,Non,1978,72.8,6.6,83.6,51.2,7434,14.8,27.5,19,0.41,Risque modéré
STU0433,Samira Bouazza,17.0,F,2ème Bac,SCH068,16.4,10.6,14.1,15.3,10.7,76.7,4.4,Oui,Aucun,Oui,2023-09-10,13.42,Admis,Institut Al Kindi,Privé,Rural,Essaouira,Marrakech-Safi,516,44,5.1,Non,1992,63.7,12.7,74.6,66.2,6314,17.2,23.0,14,0.31,Risque faible
STU0458,Karim Chraibi,15.0,M,3ème Collège,SCH036,9.0,9.6,10.1,9.5,7.0,70.1,3.4,Oui,Supérieur,Non,2023-09-10,9.04,Ajourné,École Secondaire Al Amal,Privé,Urbain,Fès,Fès-Meknès,979,21,9.1,Oui,1991,60.4,8.2,56.7,79.9,8809,4.7,23.5,21,0.47,Risque modéré
STU0605,Hamza Chraibi,16.0,M,1ère Bac,SCH128,15.2,13.2,12.3,13.9,16.5,78.2,4.8,Non,Primaire,Oui,2023-09-18,14.22,Admis,Institut Ibn Sina,Privé,Urbain,Berkane,Oriental,570,49,3.8,Non,1991,59.7,16.1,69.2,82.3,5437,15.8,37.0,20,0.27,Risque faible
